subscription_key,customer_key,term_type,opened_date,register_quantity,register_status,register_status_date
S01466,C01336,monthly,2024-10-19,26,active,2024-10-19
S01467,C01337,monthly,2026-02-28,18,active,2026-02-28
S01468,C01338,monthly,2025-08-23,15,active,2025-08-23
S01469,C01339,monthly,2025-05-09,41,active,2025-05-09
S01470,C01339,annual,2026-03-17,42,active,2026-03-17
S01471,C01340,annual,2024-11-08,12,active,2024-11-08
S01472,C01340,monthly,2025-04-29,28,active,2025-04-29
S01473,C01341,monthly,2025-12-18,3,active,2025-12-18
S01474,C01342,monthly,2025-01-29,11,active,2025-01-29
S01475,C01343,annual,2024-07-16,2,active,2024-07-16
S01476,C01344,annual,2025-10-18,4,active,2025-10-18
S01477,C01345,annual,2024-11-04,20,active,2024-11-04
S01478,C01346,annual,2025-11-26,2,active,2025-11-26
S01479,C01347,monthly,2025-11-16,10,active,2025-11-16
S01480,C01348,annual,2025-05-11,6,active,2025-05-11
S01481,C01349,annual,2026-02-13,94,active,2026-02-13
S01482,C01350,monthly,2025-11-27,2,active,2025-11-27
S01483,C01351,annual,2026-05-04,5,active,2026-05-04
S01484,C01351,annual,2026-06-27,5,active,2026-06-27
S01485,C01352,monthly,2025-06-30,0,cancelled,2025-12-18
S01486,C01353,annual,2026-01-02,6,active,2026-01-02
S01487,C01354,annual,2024-11-21,0,cancelled,2025-08-29
S01488,C01355,annual,2026-06-29,4,active,2026-06-29
S01489,C01356,annual,2025-03-07,0,cancelled,2026-04-26
S01490,C01357,monthly,2025-07-02,0,cancelled,2026-06-13
S01491,C01358,monthly,2026-02-24,11,active,2026-02-24
S01492,C01359,annual,2026-02-01,12,active,2026-02-01
S01493,C01360,monthly,2025-07-01,3,active,2025-07-01
S01494,C01361,annual,2024-10-25,9,active,2024-10-25
S01495,C01361,annual,2025-01-30,9,active,2025-01-30
S01496,C01362,annual,2025-10-14,31,active,2025-10-14
S01497,C01363,annual,2026-06-19,6,active,2026-06-19
S01498,C01364,monthly,2024-09-06,8,active,2024-09-06
S01499,C01365,monthly,2026-03-30,9,active,2026-03-30
S01500,C01366,annual,2024-07-22,5,active,2024-07-22
S01501,C01367,annual,2025-12-22,2,active,2025-12-22
S01502,C01368,annual,2025-04-20,6,active,2025-04-20
S01503,C01369,annual,2025-10-13,4,active,2025-10-13
S01504,C01370,annual,2024-08-23,10,active,2024-08-23
S01505,C01371,annual,2026-02-22,10,active,2026-02-22
S01506,C01372,annual,2025-04-24,8,active,2025-04-24
S01507,C01373,annual,2025-01-03,23,active,2025-01-03
S01508,C01374,monthly,2025-10-02,6,active,2025-10-02
S01509,C01375,monthly,2025-05-16,44,active,2025-05-16
S01510,C01376,annual,2026-04-09,5,active,2026-04-09
S01511,C01377,monthly,2025-06-30,8,active,2025-06-30
S01512,C01377,monthly,2025-11-28,1,active,2025-11-28
S01513,C01378,monthly,2025-11-07,19,active,2025-11-07
S01514,C01379,annual,2026-01-14,10,active,2026-01-14
S01515,C01380,annual,2024-10-12,9,active,2024-10-12
S01516,C01381,annual,2024-12-10,0,cancelled,2025-11-09
S01517,C01382,annual,2025-09-15,3,active,2025-09-15
S01518,C01383,monthly,2024-10-11,28,active,2024-10-11
S01519,C01384,annual,2025-10-03,6,active,2025-10-03
S01520,C01385,annual,2025-08-19,3,active,2025-08-19
S01521,C01386,annual,2024-09-28,8,active,2024-09-28
S01522,C01387,annual,2025-11-18,4,active,2025-11-18
S01523,C01388,annual,2024-10-16,4,active,2024-10-16
S01524,C01389,monthly,2026-02-23,3,active,2026-02-23
S01525,C01390,monthly,2024-07-08,14,active,2024-07-08
S01526,C01391,annual,2025-01-08,1,active,2025-01-08
S01527,C01392,annual,2024-12-23,20,active,2024-12-23
S01528,C01393,annual,2024-12-21,2,active,2024-12-21
S01529,C01394,annual,2026-04-07,17,active,2026-04-07
S01530,C01395,annual,2025-06-14,8,active,2025-06-14
S01531,C01396,monthly,2025-10-29,14,active,2025-10-29
S01532,C01397,monthly,2025-12-17,3,active,2025-12-17
S01533,C01398,annual,2026-05-04,6,active,2026-05-04
S01534,C01399,monthly,2026-05-25,11,active,2026-05-25
S01535,C01400,annual,2024-08-09,8,active,2024-08-09
S01536,C01401,monthly,2026-04-01,6,active,2026-04-01
S01537,C01402,annual,2025-09-01,1,active,2025-09-01
S01538,C01403,annual,2025-08-23,9,active,2025-08-23
S01539,C01403,monthly,2026-04-16,5,active,2026-04-16
S01540,C01404,monthly,2025-01-06,6,active,2025-01-06
S01541,C01405,annual,2025-02-02,5,active,2025-02-02
S01542,C01406,monthly,2026-01-09,15,active,2026-01-09
S01543,C01407,annual,2026-02-02,4,active,2026-02-02
S01544,C01408,monthly,2026-06-24,1,active,2026-06-24
S01545,C01409,monthly,2025-05-26,5,active,2025-05-26
S01546,C01410,annual,2024-12-13,1,active,2024-12-13
S01547,C01411,monthly,2026-06-11,3,active,2026-06-11
S01548,C01412,annual,2025-11-15,4,active,2025-11-15
S01549,C01413,annual,2024-09-05,17,active,2024-09-05
S01550,C01414,monthly,2024-10-28,0,cancelled,2026-01-13
S01551,C01414,annual,2025-09-18,7,active,2025-09-18
S01552,C01415,annual,2025-05-29,7,active,2025-05-29
S01553,C01416,monthly,2025-07-06,3,active,2025-07-06
S01554,C01417,annual,2025-07-23,3,active,2025-07-23
S01555,C01418,monthly,2025-08-13,6,active,2025-08-13
S01556,C01419,monthly,2025-12-17,28,active,2025-12-17
S01557,C01420,monthly,2024-07-02,0,cancelled,2024-10-08
S01558,C01420,annual,2024-12-07,35,active,2024-12-07
S01559,C01421,monthly,2026-02-07,3,active,2026-02-07
S01560,C01422,annual,2025-01-08,3,active,2025-01-08
S01561,C01423,annual,2025-11-26,21,active,2025-11-26
S01562,C01424,annual,2024-09-10,14,active,2024-09-10
S01563,C01425,monthly,2025-06-04,4,active,2025-06-04
S01564,C01426,annual,2026-02-19,5,active,2026-02-19
S01565,C01427,annual,2024-11-04,7,active,2024-11-04
S01566,C01427,annual,2024-12-19,22,active,2024-12-19
S01567,C01428,annual,2026-04-28,21,active,2026-04-28
S01568,C01429,annual,2026-03-30,82,active,2026-03-30
S01569,C01430,monthly,2025-02-06,0,cancelled,2026-01-28
S01570,C01431,annual,2026-05-23,22,active,2026-05-23
S01571,C01432,monthly,2024-11-07,8,active,2024-11-07
S01572,C01433,annual,2025-04-17,4,active,2025-04-17
S01573,C01434,monthly,2025-06-04,1,active,2025-06-04
S01574,C01435,monthly,2024-07-20,6,active,2024-07-20
S01575,C01435,monthly,2025-05-09,7,active,2025-05-09
S01576,C01436,annual,2025-07-01,22,active,2025-07-01
S01577,C01437,annual,2026-01-08,2,active,2026-01-08
S01578,C01438,monthly,2025-11-26,10,active,2025-11-26
S01579,C01439,monthly,2025-04-08,0,cancelled,2026-01-25
S01580,C01440,annual,2025-02-28,29,active,2025-02-28
S01581,C01441,annual,2025-12-02,2,active,2025-12-02
S01582,C01442,annual,2025-07-17,2,active,2025-07-17
S01583,C01443,monthly,2025-11-07,5,active,2025-11-07
S01584,C01444,monthly,2025-09-20,0,cancelled,2026-06-15
S01585,C01445,monthly,2025-02-13,1,active,2025-02-13
S01586,C01446,annual,2026-03-28,2,active,2026-03-28
S01587,C01446,annual,2026-06-04,23,active,2026-06-04
S01588,C01447,annual,2025-02-19,10,active,2025-02-19
S01589,C01448,annual,2026-02-06,11,active,2026-02-06
S01590,C01449,monthly,2026-04-22,4,active,2026-04-22
S01591,C01450,annual,2024-11-04,0,cancelled,2026-03-01
S01592,C01451,monthly,2024-07-06,1,active,2024-07-06
S01593,C01452,annual,2026-06-16,174,active,2026-06-16
S01594,C01453,monthly,2026-05-10,4,active,2026-05-10
S01595,C01454,monthly,2025-01-31,14,active,2025-01-31
S01596,C01455,annual,2024-07-18,48,active,2024-07-18
S01597,C01456,annual,2025-07-03,10,active,2025-07-03
S01598,C01457,annual,2026-03-24,5,active,2026-03-24
S01599,C01458,monthly,2025-09-18,0,cancelled,2026-06-25
S01600,C01459,annual,2025-12-14,13,active,2025-12-14
S01601,C01459,monthly,2026-03-02,34,active,2026-03-02
S01602,C01460,monthly,2025-06-15,8,active,2025-06-15
S01603,C01461,annual,2025-06-29,13,active,2025-06-29
S01604,C01462,annual,2024-11-30,8,active,2024-11-30
S01605,C01463,annual,2024-10-20,14,active,2024-10-20
S01606,C01463,annual,2025-12-16,6,active,2025-12-16
S01607,C01464,monthly,2025-05-13,11,active,2025-05-13
S01608,C01465,annual,2024-08-09,0,cancelled,2025-11-14
S01609,C01466,annual,2026-03-28,12,active,2026-03-28
S01610,C01466,annual,2026-06-20,16,active,2026-06-20
S01611,C01467,monthly,2025-01-20,31,active,2025-01-20
S01612,C01467,monthly,2025-08-09,50,active,2025-08-09
S01613,C01468,annual,2026-02-21,10,active,2026-02-21
S01614,C01469,monthly,2026-04-14,6,active,2026-04-14
S01615,C01470,monthly,2026-03-13,7,active,2026-03-13
S01616,C01471,annual,2024-12-08,9,active,2024-12-08
S01617,C01472,annual,2026-03-23,8,active,2026-03-23
S01618,C01473,monthly,2025-04-24,0,cancelled,2025-06-13
S01619,C01474,annual,2026-04-17,5,active,2026-04-17
S01620,C01475,annual,2025-07-21,32,active,2025-07-21
S01621,C01476,annual,2026-03-06,17,active,2026-03-06
S01622,C01477,monthly,2024-07-14,8,active,2024-07-14
S01623,C01478,monthly,2025-04-21,7,active,2025-04-21
S01624,C01479,monthly,2026-04-25,10,active,2026-04-25
S01625,C01479,annual,2026-06-24,6,active,2026-06-24
S01626,C01480,monthly,2026-03-16,10,active,2026-03-16
S01627,C01481,monthly,2025-04-16,15,active,2025-04-16
S01628,C01482,annual,2025-04-08,6,active,2025-04-08
S01629,C01482,annual,2026-01-22,7,active,2026-01-22
S01630,C01483,annual,2024-07-09,0,cancelled,2025-07-10
S01631,C01484,monthly,2024-10-25,57,active,2024-10-25
S01632,C01485,monthly,2025-06-16,11,active,2025-06-16
S01633,C01486,monthly,2024-09-01,43,active,2024-09-01
S01634,C01487,annual,2025-10-20,5,active,2025-10-20
S01635,C01488,annual,2024-07-20,0,cancelled,2025-03-05
S01636,C01489,annual,2025-11-29,4,active,2025-11-29
S01637,C01490,monthly,2024-09-22,13,active,2024-09-22
S01638,C01491,monthly,2024-07-31,22,active,2024-07-31
S01639,C01492,annual,2026-04-10,14,active,2026-04-10
S01640,C01493,annual,2025-10-21,0,cancelled,2025-12-08
S01641,C01494,monthly,2024-07-20,0,cancelled,2025-09-12
S01642,C01495,annual,2026-03-17,12,active,2026-03-17
S01643,C01496,monthly,2024-12-25,5,active,2024-12-25
S01644,C01497,monthly,2024-08-04,11,active,2024-08-04
S01645,C01498,annual,2024-10-02,2,active,2024-10-02
S01646,C01499,monthly,2025-09-18,1,active,2025-09-18
S01647,C01500,annual,2026-04-22,7,active,2026-04-22
S01648,C01501,annual,2024-10-22,0,cancelled,2025-05-29
S01649,C01502,monthly,2025-02-21,8,active,2025-02-21
S01650,C01503,annual,2025-11-14,21,active,2025-11-14
S01651,C01504,annual,2026-06-19,34,active,2026-06-19
S01652,C01505,monthly,2026-06-09,673,active,2026-06-09
S01653,C01506,monthly,2024-08-12,15,active,2024-08-12
S01654,C01507,monthly,2025-10-09,2,active,2025-10-09
S01655,C01507,annual,2025-12-25,15,active,2025-12-25
S01656,C01508,annual,2025-08-01,3,active,2025-08-01
S01657,C01509,annual,2024-11-08,22,active,2024-11-08
S01658,C01510,annual,2026-03-21,13,active,2026-03-21
S01659,C01511,annual,2025-11-30,12,active,2025-11-30
S01660,C01512,annual,2026-05-18,7,active,2026-05-18
S01661,C01513,annual,2025-12-25,14,active,2025-12-25
S01662,C01513,monthly,2026-06-07,6,active,2026-06-07
S01663,C01514,monthly,2025-09-14,26,active,2025-09-14
S01664,C01514,annual,2026-04-04,11,active,2026-04-04
S01665,C01515,annual,2025-09-26,6,active,2025-09-26
S01666,C01516,monthly,2026-04-30,688,active,2026-04-30
S01667,C01517,annual,2025-05-09,131,active,2025-05-09
S01668,C01518,annual,2024-07-12,6,active,2024-07-12
S01669,C01519,annual,2026-01-22,20,active,2026-01-22
S01670,C01519,monthly,2026-04-18,6,active,2026-04-18
S01671,C01520,annual,2025-06-09,37,active,2025-06-09
S01672,C01521,monthly,2026-06-28,213,active,2026-06-28
S01673,C01522,annual,2024-10-22,5,active,2024-10-22
S01674,C01523,monthly,2024-09-09,0,cancelled,2024-09-22
S01675,C01523,annual,2025-10-29,18,active,2025-10-29
S01676,C01524,annual,2025-04-09,5,active,2025-04-09
S01677,C01525,annual,2024-07-26,0,cancelled,2024-08-07
S01678,C01526,annual,2025-12-09,7,active,2025-12-09
S01679,C01527,annual,2025-01-02,0,cancelled,2025-01-20
S01680,C01528,monthly,2026-01-14,1,active,2026-01-14
S01681,C01529,annual,2025-04-15,28,active,2025-04-15
S01682,C01530,monthly,2026-04-04,5,active,2026-04-04
S01683,C01531,monthly,2026-05-13,9,active,2026-05-13
S01684,C01532,monthly,2025-04-08,2,active,2025-04-08
S01685,C01533,annual,2026-01-07,33,active,2026-01-07
S01686,C01534,monthly,2025-07-02,1,active,2025-07-02
S01687,C01535,monthly,2024-08-14,7,active,2024-08-14
S01688,C01536,monthly,2025-12-08,3,active,2025-12-08
S01689,C01537,annual,2024-07-26,0,cancelled,2024-10-12
S01690,C01538,annual,2025-06-27,5,active,2025-06-27
S01691,C01539,annual,2026-02-14,5,active,2026-02-14
S01692,C01540,annual,2025-06-28,0,cancelled,2026-02-25
S01693,C01541,monthly,2026-01-17,2,active,2026-01-17
S01694,C01542,monthly,2024-08-13,0,cancelled,2025-01-19
S01695,C01543,monthly,2025-02-24,4,active,2025-02-24
S01696,C01544,monthly,2025-09-30,12,active,2025-09-30
S01697,C01545,annual,2025-07-12,0,cancelled,2026-05-26
S01698,C01545,annual,2026-01-27,27,active,2026-01-27
S01699,C01546,monthly,2025-08-20,0,cancelled,2025-10-07
S01700,C01547,annual,2024-11-12,0,cancelled,2025-07-13
S01701,C01548,monthly,2025-10-07,149,active,2025-10-07
S01702,C01549,monthly,2025-11-25,6,active,2025-11-25
S01703,C01550,monthly,2026-03-28,12,active,2026-03-28
S01704,C01551,annual,2025-11-12,5,active,2025-11-12
S01705,C01551,annual,2026-03-31,13,active,2026-03-31
S01706,C01552,annual,2024-10-25,37,active,2024-10-25
S01707,C01553,monthly,2024-07-31,51,active,2024-07-31
S01708,C01554,annual,2026-03-08,6,active,2026-03-08
S01709,C01555,monthly,2025-04-21,0,cancelled,2025-07-26
S01710,C01556,monthly,2025-04-15,3,active,2025-04-15
S01711,C01557,monthly,2025-10-16,20,active,2025-10-16
S01712,C01558,annual,2024-12-12,40,active,2024-12-12
S01713,C01559,monthly,2025-07-20,11,active,2025-07-20
S01714,C01560,annual,2024-12-06,3,active,2024-12-06
S01715,C01561,monthly,2025-10-08,0,cancelled,2025-12-14
S01716,C01562,annual,2024-08-08,30,active,2024-08-08
S01717,C01563,monthly,2024-10-08,9,active,2024-10-08
S01718,C01564,annual,2026-03-10,7,active,2026-03-10
S01719,C01565,monthly,2026-03-08,55,active,2026-03-08
S01720,C01565,monthly,2026-06-30,3,active,2026-06-30
S01721,C01566,monthly,2025-10-09,13,active,2025-10-09
S01722,C01567,annual,2026-04-12,4,active,2026-04-12
S01723,C01568,annual,2026-06-29,49,active,2026-06-29
S01724,C01569,annual,2026-01-12,6,active,2026-01-12
S01725,C01570,annual,2026-02-02,18,active,2026-02-02
S01726,C01570,monthly,2026-04-14,2,active,2026-04-14
S01727,C01571,annual,2024-11-04,13,active,2024-11-04
S01728,C01572,annual,2025-04-12,15,active,2025-04-12
S01729,C01573,monthly,2025-03-14,17,active,2025-03-14
S01730,C01574,annual,2025-08-27,5,active,2025-08-27
S01731,C01575,monthly,2024-09-12,0,cancelled,2024-12-25
S01732,C01576,annual,2025-08-18,15,active,2025-08-18
S01733,C01577,annual,2025-06-09,3,active,2025-06-09
S01734,C01578,annual,2025-06-13,6,active,2025-06-13
S01735,C01579,annual,2025-11-25,5,active,2025-11-25
S01736,C01580,monthly,2025-03-07,0,cancelled,2026-06-04
S01737,C01581,annual,2025-04-06,20,active,2025-04-06
S01738,C01582,annual,2025-11-28,206,active,2025-11-28
S01739,C01583,annual,2025-08-05,4,active,2025-08-05
S01740,C01584,annual,2024-08-21,6,active,2024-08-21
S01741,C01585,monthly,2025-11-08,49,active,2025-11-08
S01742,C01586,annual,2024-11-09,17,active,2024-11-09
S01743,C01587,monthly,2024-09-07,0,cancelled,2024-09-25
S01744,C01588,annual,2025-09-07,24,active,2025-09-07
S01745,C01589,monthly,2025-07-12,34,active,2025-07-12
S01746,C01589,monthly,2025-10-29,0,cancelled,2026-05-16
S01747,C01590,annual,2025-01-30,47,active,2025-01-30
S01748,C01591,annual,2025-08-06,60,active,2025-08-06
S01749,C01592,monthly,2024-07-11,0,cancelled,2025-04-20
S01750,C01593,annual,2025-02-16,13,active,2025-02-16
S01751,C01593,monthly,2025-06-30,2,active,2025-06-30
S01752,C01594,monthly,2025-12-23,3,active,2025-12-23
S01753,C01595,monthly,2025-05-26,3,active,2025-05-26
S01754,C01596,annual,2025-08-29,17,active,2025-08-29
S01755,C01597,monthly,2024-10-16,0,cancelled,2024-12-18
S01756,C01598,monthly,2026-01-17,0,cancelled,2026-02-05
S01757,C01599,annual,2026-05-13,9,active,2026-05-13
S01758,C01600,annual,2025-02-15,4,active,2025-02-15
S01759,C01601,annual,2025-10-17,8,active,2025-10-17
S01760,C01602,annual,2026-01-02,8,active,2026-01-02
S01761,C01603,monthly,2026-03-16,10,active,2026-03-16
S01762,C01604,annual,2025-06-19,3,active,2025-06-19
S01763,C01605,monthly,2025-08-21,9,active,2025-08-21
S01764,C01606,annual,2025-01-24,6,active,2025-01-24
S01765,C01607,annual,2026-04-01,16,active,2026-04-01
S01766,C01608,annual,2025-10-11,3,active,2025-10-11
S01767,C01608,monthly,2026-03-09,0,cancelled,2026-05-09
S01768,C01609,annual,2025-01-06,1,active,2025-01-06
S01769,C01610,monthly,2024-11-14,29,active,2024-11-14
S01770,C01611,annual,2026-05-15,3,active,2026-05-15
S01771,C01612,annual,2025-11-19,4,active,2025-11-19
S01772,C01613,monthly,2024-10-01,233,active,2024-10-01
S01773,C01614,annual,2025-06-17,10,active,2025-06-17
S01774,C01614,annual,2025-09-27,13,active,2025-09-27
S01775,C01615,annual,2026-06-12,22,active,2026-06-12
S01776,C01616,monthly,2025-01-15,11,active,2025-01-15
S01777,C01617,annual,2025-12-31,23,active,2025-12-31
S01778,C01618,monthly,2025-10-31,2,active,2025-10-31
S01779,C01619,monthly,2026-03-31,9,active,2026-03-31
S01780,C01620,annual,2025-02-12,10,active,2025-02-12
S01781,C01621,annual,2025-03-20,13,active,2025-03-20
S01782,C01622,annual,2025-11-25,39,active,2025-11-25
S01783,C01623,annual,2026-02-02,14,active,2026-02-02
S01784,C01624,annual,2026-03-04,9,active,2026-03-04
S01785,C01625,annual,2025-07-05,21,active,2025-07-05
S01786,C01626,annual,2025-03-20,1,active,2025-03-20
S01787,C01627,annual,2024-12-16,0,cancelled,2026-06-20
S01788,C01628,monthly,2026-02-14,5,active,2026-02-14
S01789,C01629,monthly,2026-05-28,62,active,2026-05-28
S01790,C01630,annual,2026-01-15,1,active,2026-01-15
S01791,C01631,monthly,2025-07-17,8,active,2025-07-17
S01792,C01631,monthly,2026-01-03,8,active,2026-01-03
S01793,C01632,annual,2025-12-24,3,active,2025-12-24
S01794,C01633,monthly,2025-06-23,3,active,2025-06-23
S01795,C01634,annual,2024-09-30,2,active,2024-09-30
S01796,C01635,annual,2024-10-29,10,active,2024-10-29
S01797,C01636,monthly,2025-06-15,0,cancelled,2025-12-22
S01798,C01637,annual,2025-04-17,13,active,2025-04-17
S01799,C01638,annual,2026-03-20,23,active,2026-03-20
S01800,C01638,annual,2026-05-28,11,active,2026-05-28
S01801,C01639,monthly,2026-01-19,16,active,2026-01-19
S01802,C01640,monthly,2026-03-10,4,active,2026-03-10
S01803,C01641,monthly,2025-09-29,5,active,2025-09-29
S01804,C01641,annual,2025-11-15,11,active,2025-11-15
S01805,C01642,monthly,2025-05-20,14,active,2025-05-20
S01806,C01642,annual,2026-02-26,8,active,2026-02-26
S01807,C01643,annual,2025-09-09,13,active,2025-09-09
S01808,C01644,monthly,2026-05-10,4,active,2026-05-10
S01809,C01645,annual,2025-06-24,0,cancelled,2025-07-11
S01810,C01646,monthly,2024-11-06,0,cancelled,2026-02-21
S01811,C01646,annual,2025-01-02,60,active,2025-01-02
S01812,C01647,monthly,2025-10-12,1,active,2025-10-12
S01813,C01648,annual,2024-09-05,2,active,2024-09-05
S01814,C01649,annual,2024-07-27,2,active,2024-07-27
S01815,C01650,monthly,2026-03-15,18,active,2026-03-15
S01816,C01651,monthly,2025-04-14,46,active,2025-04-14
S01817,C01652,monthly,2024-12-31,7,active,2024-12-31
S01818,C01653,annual,2024-12-23,9,active,2024-12-23
S01819,C01653,annual,2026-01-09,2,active,2026-01-09
S01820,C01654,annual,2026-05-30,7,active,2026-05-30
S01821,C01655,annual,2025-06-01,36,active,2025-06-01
S01822,C01655,monthly,2025-11-04,3,active,2025-11-04
S01823,C01656,monthly,2025-03-26,14,active,2025-03-26
S01824,C01657,annual,2024-08-22,6,active,2024-08-22
S01825,C01658,annual,2025-08-14,2,active,2025-08-14
S01826,C01659,monthly,2026-06-11,10,active,2026-06-11
S01827,C01660,monthly,2025-04-30,5,active,2025-04-30
S01828,C01661,monthly,2025-09-07,3,active,2025-09-07
S01829,C01662,monthly,2024-11-19,0,cancelled,2025-07-13
S01830,C01663,monthly,2026-02-25,0,cancelled,2026-05-31
S01831,C01664,monthly,2025-02-05,20,active,2025-02-05
S01832,C01665,annual,2025-06-10,4,active,2025-06-10
S01833,C01666,monthly,2026-02-27,4,active,2026-02-27
S01834,C01667,annual,2025-06-26,8,active,2025-06-26
S01835,C01668,annual,2024-08-29,24,active,2024-08-29
S01836,C01669,monthly,2024-12-09,31,active,2024-12-09
S01837,C01670,annual,2024-12-29,7,active,2024-12-29
S01838,C01670,annual,2026-04-24,15,active,2026-04-24
S01839,C01671,monthly,2025-09-28,13,active,2025-09-28
S01840,C01672,annual,2024-08-17,0,cancelled,2024-10-13
S01841,C01673,annual,2026-01-27,22,active,2026-01-27
S01842,C01674,monthly,2026-04-17,7,active,2026-04-17
S01843,C01675,annual,2025-03-20,403,active,2025-03-20
