subscription_key,customer_key,partner_id,channel,term_type,opened_date,register_quantity,register_status,register_status_date,register_as_of_date
S01479,C01347,P1,partner,monthly,2025-11-16,10,active,2025-11-16,2026-06-30
S01480,C01348,P1,partner,annual,2025-05-11,6,active,2025-05-11,2026-06-30
S01481,C01349,DIRECT,direct,annual,2026-02-13,94,active,2026-02-13,2026-06-30
S01482,C01350,P1,partner,monthly,2025-11-27,2,active,2025-11-27,2026-06-30
S01483,C01351,P2,partner,annual,2026-05-04,5,active,2026-05-04,2026-06-30
S01484,C01351,P2,partner,annual,2026-06-27,5,active,2026-06-27,2026-06-30
S01485,C01352,DIRECT,direct,monthly,2025-06-30,0,cancelled,2025-12-18,2026-06-30
S01486,C01353,P1,partner,annual,2026-01-02,6,active,2026-01-02,2026-06-30
S01487,C01354,P1,partner,annual,2024-11-21,0,cancelled,2025-08-29,2026-06-30
S01488,C01355,P3,partner,annual,2026-06-29,4,active,2026-06-29,2026-06-30
S01489,C01356,P1,partner,annual,2025-03-07,0,cancelled,2026-04-26,2026-06-30
S01490,C01357,P1,partner,monthly,2025-07-02,0,cancelled,2026-06-13,2026-06-30
S01491,C01358,P1,partner,monthly,2026-02-24,11,active,2026-02-24,2026-06-30
S01492,C01359,P1,partner,annual,2026-02-01,12,active,2026-02-01,2026-06-30
S01493,C01360,P1,partner,monthly,2025-07-01,3,active,2025-07-01,2026-06-30
S01494,C01361,P1,partner,annual,2024-10-25,9,active,2024-10-25,2026-06-30
S01495,C01361,P1,partner,annual,2025-01-30,9,active,2025-01-30,2026-06-30
S01496,C01362,P1,partner,annual,2025-10-14,31,active,2025-10-14,2026-06-30
S01497,C01363,P1,partner,annual,2026-06-19,6,active,2026-06-19,2026-06-30
S01498,C01364,P3,partner,monthly,2024-09-06,8,active,2024-09-06,2026-06-30
S01499,C01365,P3,partner,monthly,2026-03-30,9,active,2026-03-30,2026-06-30
S01500,C01366,P1,partner,annual,2024-07-22,5,active,2024-07-22,2026-06-30
S01501,C01367,P1,partner,annual,2025-12-22,2,active,2025-12-22,2026-06-30
S01502,C01368,P3,partner,annual,2025-04-20,6,active,2025-04-20,2026-06-30
S01503,C01369,P1,partner,annual,2025-10-13,4,active,2025-10-13,2026-06-30
S01504,C01370,P2,partner,annual,2024-08-23,10,active,2024-08-23,2026-06-30
S01505,C01371,P2,partner,annual,2026-02-22,10,active,2026-02-22,2026-06-30
S01506,C01372,P1,partner,annual,2025-04-24,8,active,2025-04-24,2026-06-30
S01507,C01373,P2,partner,annual,2025-01-03,23,active,2025-01-03,2026-06-30
S01508,C01374,P2,partner,monthly,2025-10-02,6,active,2025-10-02,2026-06-30
S01509,C01375,P1,partner,monthly,2025-05-16,44,active,2025-05-16,2026-06-30
S01510,C01376,P1,partner,annual,2026-04-09,5,active,2026-04-09,2026-06-30
S01511,C01377,P1,partner,monthly,2025-06-30,8,active,2025-06-30,2026-06-30
S01512,C01377,P1,partner,monthly,2025-11-28,1,active,2025-11-28,2026-06-30
S01513,C01378,P1,partner,monthly,2025-11-07,19,active,2025-11-07,2026-06-30
S01514,C01379,P1,partner,annual,2026-01-14,10,active,2026-01-14,2026-06-30
S01515,C01380,P1,partner,annual,2024-10-12,9,active,2024-10-12,2026-06-30
S01516,C01381,P2,partner,annual,2024-12-10,0,cancelled,2025-11-09,2026-06-30
S01517,C01382,P1,partner,annual,2025-09-15,3,active,2025-09-15,2026-06-30
S01518,C01383,P2,partner,monthly,2024-10-11,28,active,2024-10-11,2026-06-30
S01519,C01384,P2,partner,annual,2025-10-03,6,active,2025-10-03,2026-06-30
S01520,C01385,P1,partner,annual,2025-08-19,3,active,2025-08-19,2026-06-30
S01521,C01386,P2,partner,annual,2024-09-28,8,active,2024-09-28,2026-06-30
S01522,C01387,P1,partner,annual,2025-11-18,4,active,2025-11-18,2026-06-30
S01523,C01388,P1,partner,annual,2024-10-16,4,active,2024-10-16,2026-06-30
S01524,C01389,P2,partner,monthly,2026-02-23,3,active,2026-02-23,2026-06-30
S01525,C01390,P1,partner,monthly,2024-07-08,14,active,2024-07-08,2026-06-30
S01526,C01391,P2,partner,annual,2025-01-08,1,active,2025-01-08,2026-06-30
S01527,C01392,P1,partner,annual,2024-12-23,20,active,2024-12-23,2026-06-30
S01528,C01393,P2,partner,annual,2024-12-21,2,active,2024-12-21,2026-06-30
S01529,C01394,P2,partner,annual,2026-04-07,17,active,2026-04-07,2026-06-30
S01530,C01395,P1,partner,annual,2025-06-14,8,active,2025-06-14,2026-06-30
S01531,C01396,P1,partner,monthly,2025-10-29,14,active,2025-10-29,2026-06-30
S01532,C01397,P1,partner,monthly,2025-12-17,3,active,2025-12-17,2026-06-30
S01533,C01398,P1,partner,annual,2026-05-04,6,active,2026-05-04,2026-06-30
S01534,C01399,P2,partner,monthly,2026-05-25,11,active,2026-05-25,2026-06-30
S01535,C01400,P1,partner,annual,2024-08-09,8,active,2024-08-09,2026-06-30
S01536,C01401,P1,partner,monthly,2026-04-01,6,active,2026-04-01,2026-06-30
S01537,C01402,P2,partner,annual,2025-09-01,1,active,2025-09-01,2026-06-30
S01538,C01403,P3,partner,annual,2025-08-23,9,active,2025-08-23,2026-06-30
S01539,C01403,P3,partner,monthly,2026-04-16,5,active,2026-04-16,2026-06-30
S01540,C01404,P3,partner,monthly,2025-01-06,6,active,2025-01-06,2026-06-30
S01541,C01405,P3,partner,annual,2025-02-02,5,active,2025-02-02,2026-06-30
S01542,C01406,P2,partner,monthly,2026-01-09,15,active,2026-01-09,2026-06-30
S01543,C01407,P1,partner,annual,2026-02-02,4,active,2026-02-02,2026-06-30
S01544,C01408,P2,partner,monthly,2026-06-24,1,active,2026-06-24,2026-06-30
S01545,C01409,P2,partner,monthly,2025-05-26,5,active,2025-05-26,2026-06-30
S01546,C01410,P1,partner,annual,2024-12-13,1,active,2024-12-13,2026-06-30
S01547,C01411,P1,partner,monthly,2026-06-11,3,active,2026-06-11,2026-06-30
S01548,C01412,P2,partner,annual,2025-11-15,4,active,2025-11-15,2026-06-30
S01549,C01413,P2,partner,annual,2024-09-05,17,active,2024-09-05,2026-06-30
S01550,C01414,P1,partner,monthly,2024-10-28,0,cancelled,2026-01-13,2026-06-30
S01551,C01414,P1,partner,annual,2025-09-18,7,active,2025-09-18,2026-06-30
S01552,C01415,P2,partner,annual,2025-05-29,7,active,2025-05-29,2026-06-30
S01553,C01416,P1,partner,monthly,2025-07-06,3,active,2025-07-06,2026-06-30
S01554,C01417,P1,partner,annual,2025-07-23,3,active,2025-07-23,2026-06-30
S01555,C01418,P3,partner,monthly,2025-08-13,6,active,2025-08-13,2026-06-30
S01556,C01419,P1,partner,monthly,2025-12-17,28,active,2025-12-17,2026-06-30
S01557,C01420,P1,partner,monthly,2024-07-02,0,cancelled,2024-10-08,2026-06-30
S01558,C01420,P1,partner,annual,2024-12-07,35,active,2024-12-07,2026-06-30
S01559,C01421,P1,partner,monthly,2026-02-07,3,active,2026-02-07,2026-06-30
S01560,C01422,P1,partner,annual,2025-01-08,3,active,2025-01-08,2026-06-30
S01561,C01423,P3,partner,annual,2025-11-26,21,active,2025-11-26,2026-06-30
S01562,C01424,P1,partner,annual,2024-09-10,14,active,2024-09-10,2026-06-30
S01563,C01425,P3,partner,monthly,2025-06-04,4,active,2025-06-04,2026-06-30
S01564,C01426,P1,partner,annual,2026-02-19,5,active,2026-02-19,2026-06-30
S01565,C01427,P2,partner,annual,2024-11-04,7,active,2024-11-04,2026-06-30
S01566,C01427,P2,partner,annual,2024-12-19,22,active,2024-12-19,2026-06-30
S01567,C01428,P1,partner,annual,2026-04-28,21,active,2026-04-28,2026-06-30
S01568,C01429,DIRECT,direct,annual,2026-03-30,82,active,2026-03-30,2026-06-30
S01569,C01430,P1,partner,monthly,2025-02-06,0,cancelled,2026-01-28,2026-06-30
S01570,C01431,P2,partner,annual,2026-05-23,22,active,2026-05-23,2026-06-30
S01571,C01432,P1,partner,monthly,2024-11-07,8,active,2024-11-07,2026-06-30
S01572,C01433,P1,partner,annual,2025-04-17,4,active,2025-04-17,2026-06-30
S01573,C01434,P3,partner,monthly,2025-06-04,1,active,2025-06-04,2026-06-30
S01574,C01435,P1,partner,monthly,2024-07-20,6,active,2024-07-20,2026-06-30
S01575,C01435,P1,partner,monthly,2025-05-09,7,active,2025-05-09,2026-06-30
S01576,C01436,P3,partner,annual,2025-07-01,22,active,2025-07-01,2026-06-30
S01577,C01437,P1,partner,annual,2026-01-08,2,active,2026-01-08,2026-06-30
S01578,C01438,P1,partner,monthly,2025-11-26,10,active,2025-11-26,2026-06-30
S01579,C01439,DIRECT,direct,monthly,2025-04-08,0,cancelled,2026-01-25,2026-06-30
S01580,C01440,P3,partner,annual,2025-02-28,29,active,2025-02-28,2026-06-30
S01581,C01441,P2,partner,annual,2025-12-02,2,active,2025-12-02,2026-06-30
S01582,C01442,P1,partner,annual,2025-07-17,2,active,2025-07-17,2026-06-30
S01583,C01443,P1,partner,monthly,2025-11-07,5,active,2025-11-07,2026-06-30
S01584,C01444,P1,partner,monthly,2025-09-20,0,cancelled,2026-06-15,2026-06-30
S01585,C01445,P1,partner,monthly,2025-02-13,1,active,2025-02-13,2026-06-30
S01586,C01446,P2,partner,annual,2026-03-28,2,active,2026-03-28,2026-06-30
S01587,C01446,P2,partner,annual,2026-06-04,23,active,2026-06-04,2026-06-30
S01588,C01447,P2,partner,annual,2025-02-19,10,active,2025-02-19,2026-06-30
S01589,C01448,P1,partner,annual,2026-02-06,11,active,2026-02-06,2026-06-30
S01590,C01449,P1,partner,monthly,2026-04-22,4,active,2026-04-22,2026-06-30
S01591,C01450,P2,partner,annual,2024-11-04,0,cancelled,2026-03-01,2026-06-30
S01592,C01451,P3,partner,monthly,2024-07-06,1,active,2024-07-06,2026-06-30
S01593,C01452,DIRECT,direct,annual,2026-06-16,174,active,2026-06-16,2026-06-30
S01594,C01453,P1,partner,monthly,2026-05-10,4,active,2026-05-10,2026-06-30
S01595,C01454,P1,partner,monthly,2025-01-31,14,active,2025-01-31,2026-06-30
S01596,C01455,P2,partner,annual,2024-07-18,48,active,2024-07-18,2026-06-30
S01597,C01456,P1,partner,annual,2025-07-03,10,active,2025-07-03,2026-06-30
S01598,C01457,P3,partner,annual,2026-03-24,5,active,2026-03-24,2026-06-30
S01599,C01458,P1,partner,monthly,2025-09-18,0,cancelled,2026-06-25,2026-06-30
S01600,C01459,P1,partner,annual,2025-12-14,13,active,2025-12-14,2026-06-30
S01601,C01459,P1,partner,monthly,2026-03-02,34,active,2026-03-02,2026-06-30
S01602,C01460,P1,partner,monthly,2025-06-15,8,active,2025-06-15,2026-06-30
S01603,C01461,P1,partner,annual,2025-06-29,13,active,2025-06-29,2026-06-30
S01604,C01462,P1,partner,annual,2024-11-30,8,active,2024-11-30,2026-06-30
S01605,C01463,P2,partner,annual,2024-10-20,14,active,2024-10-20,2026-06-30
S01606,C01463,P2,partner,annual,2025-12-16,6,active,2025-12-16,2026-06-30
S01607,C01464,P1,partner,monthly,2025-05-13,11,active,2025-05-13,2026-06-30
S01608,C01465,P2,partner,annual,2024-08-09,0,cancelled,2025-11-14,2026-06-30
S01609,C01466,P3,partner,annual,2026-03-28,12,active,2026-03-28,2026-06-30
S01610,C01466,P3,partner,annual,2026-06-20,16,active,2026-06-20,2026-06-30
S01611,C01467,P3,partner,monthly,2025-01-20,31,active,2025-01-20,2026-06-30
S01612,C01467,P3,partner,monthly,2025-08-09,50,active,2025-08-09,2026-06-30
S01613,C01468,P1,partner,annual,2026-02-21,10,active,2026-02-21,2026-06-30
S01614,C01469,P2,partner,monthly,2026-04-14,6,active,2026-04-14,2026-06-30
S01615,C01470,P1,partner,monthly,2026-03-13,7,active,2026-03-13,2026-06-30
S01616,C01471,P2,partner,annual,2024-12-08,9,active,2024-12-08,2026-06-30
S01617,C01472,P1,partner,annual,2026-03-23,8,active,2026-03-23,2026-06-30
S01618,C01473,P3,partner,monthly,2025-04-24,0,cancelled,2025-06-13,2026-06-30
S01619,C01474,P1,partner,annual,2026-04-17,5,active,2026-04-17,2026-06-30
S01620,C01475,P1,partner,annual,2025-07-21,32,active,2025-07-21,2026-06-30
S01621,C01476,P1,partner,annual,2026-03-06,17,active,2026-03-06,2026-06-30
S01622,C01477,P2,partner,monthly,2024-07-14,8,active,2024-07-14,2026-06-30
S01623,C01478,P2,partner,monthly,2025-04-21,7,active,2025-04-21,2026-06-30
S01624,C01479,P1,partner,monthly,2026-04-25,10,active,2026-04-25,2026-06-30
S01625,C01479,P1,partner,annual,2026-06-24,6,active,2026-06-24,2026-06-30
S01626,C01480,P2,partner,monthly,2026-03-16,10,active,2026-03-16,2026-06-30
S01627,C01481,P2,partner,monthly,2025-04-16,15,active,2025-04-16,2026-06-30
S01628,C01482,P2,partner,annual,2025-04-08,6,active,2025-04-08,2026-06-30
S01629,C01482,P2,partner,annual,2026-01-22,7,active,2026-01-22,2026-06-30
S01630,C01483,P1,partner,annual,2024-07-09,0,cancelled,2025-07-10,2026-06-30
S01631,C01484,P1,partner,monthly,2024-10-25,57,active,2024-10-25,2026-06-30
S01632,C01485,P2,partner,monthly,2025-06-16,11,active,2025-06-16,2026-06-30
S01633,C01486,P3,partner,monthly,2024-09-01,43,active,2024-09-01,2026-06-30
S01634,C01487,P1,partner,annual,2025-10-20,5,active,2025-10-20,2026-06-30
S01635,C01488,P1,partner,annual,2024-07-20,0,cancelled,2025-03-05,2026-06-30
S01636,C01489,P1,partner,annual,2025-11-29,4,active,2025-11-29,2026-06-30
S01637,C01490,P1,partner,monthly,2024-09-22,13,active,2024-09-22,2026-06-30
S01638,C01491,P1,partner,monthly,2024-07-31,22,active,2024-07-31,2026-06-30
S01639,C01492,P2,partner,annual,2026-04-10,14,active,2026-04-10,2026-06-30
S01640,C01493,P1,partner,annual,2025-10-21,0,cancelled,2025-12-08,2026-06-30
S01641,C01494,P2,partner,monthly,2024-07-20,0,cancelled,2025-09-12,2026-06-30
S01642,C01495,P1,partner,annual,2026-03-17,12,active,2026-03-17,2026-06-30
S01643,C01496,P2,partner,monthly,2024-12-25,5,active,2024-12-25,2026-06-30
S01644,C01497,P1,partner,monthly,2024-08-04,11,active,2024-08-04,2026-06-30
S01645,C01498,P3,partner,annual,2024-10-02,2,active,2024-10-02,2026-06-30
S01646,C01499,P1,partner,monthly,2025-09-18,1,active,2025-09-18,2026-06-30
S01647,C01500,P1,partner,annual,2026-04-22,7,active,2026-04-22,2026-06-30
S01648,C01501,P3,partner,annual,2024-10-22,0,cancelled,2025-05-29,2026-06-30
S01649,C01502,P3,partner,monthly,2025-02-21,8,active,2025-02-21,2026-06-30
S01650,C01503,P1,partner,annual,2025-11-14,21,active,2025-11-14,2026-06-30
S01651,C01504,P2,partner,annual,2026-06-19,34,active,2026-06-19,2026-06-30
S01652,C01505,DIRECT,direct,monthly,2026-06-09,673,active,2026-06-09,2026-06-30
S01653,C01506,P1,partner,monthly,2024-08-12,15,active,2024-08-12,2026-06-30
S01654,C01507,P3,partner,monthly,2025-10-09,2,active,2025-10-09,2026-06-30
S01655,C01507,P3,partner,annual,2025-12-25,15,active,2025-12-25,2026-06-30
S01656,C01508,P2,partner,annual,2025-08-01,3,active,2025-08-01,2026-06-30
S01657,C01509,P3,partner,annual,2024-11-08,22,active,2024-11-08,2026-06-30
S01658,C01510,P1,partner,annual,2026-03-21,13,active,2026-03-21,2026-06-30
S01659,C01511,P3,partner,annual,2025-11-30,12,active,2025-11-30,2026-06-30
S01660,C01512,P2,partner,annual,2026-05-18,7,active,2026-05-18,2026-06-30
S01661,C01513,P3,partner,annual,2025-12-25,14,active,2025-12-25,2026-06-30
S01662,C01513,P3,partner,monthly,2026-06-07,6,active,2026-06-07,2026-06-30
S01663,C01514,P3,partner,monthly,2025-09-14,26,active,2025-09-14,2026-06-30
S01664,C01514,P3,partner,annual,2026-04-04,11,active,2026-04-04,2026-06-30
S01665,C01515,P3,partner,annual,2025-09-26,6,active,2025-09-26,2026-06-30
S01666,C01516,DIRECT,direct,monthly,2026-04-30,688,active,2026-04-30,2026-06-30
S01667,C01517,DIRECT,direct,annual,2025-05-09,131,active,2025-05-09,2026-06-30
S01668,C01518,P1,partner,annual,2024-07-12,6,active,2024-07-12,2026-06-30
S01669,C01519,P1,partner,annual,2026-01-22,20,active,2026-01-22,2026-06-30
S01670,C01519,P1,partner,monthly,2026-04-18,6,active,2026-04-18,2026-06-30
S01671,C01520,P2,partner,annual,2025-06-09,37,active,2025-06-09,2026-06-30
S01672,C01521,DIRECT,direct,monthly,2026-06-28,213,active,2026-06-28,2026-06-30
S01673,C01522,P2,partner,annual,2024-10-22,5,active,2024-10-22,2026-06-30
S01674,C01523,P3,partner,monthly,2024-09-09,0,cancelled,2024-09-22,2026-06-30
S01675,C01523,P3,partner,annual,2025-10-29,18,active,2025-10-29,2026-06-30
S01676,C01524,P2,partner,annual,2025-04-09,5,active,2025-04-09,2026-06-30
S01677,C01525,P2,partner,annual,2024-07-26,0,cancelled,2024-08-07,2026-06-30
S01678,C01526,P2,partner,annual,2025-12-09,7,active,2025-12-09,2026-06-30
S01679,C01527,P1,partner,annual,2025-01-02,0,cancelled,2025-01-20,2026-06-30
S01680,C01528,P1,partner,monthly,2026-01-14,1,active,2026-01-14,2026-06-30
S01681,C01529,P2,partner,annual,2025-04-15,28,active,2025-04-15,2026-06-30
S01682,C01530,P1,partner,monthly,2026-04-04,5,active,2026-04-04,2026-06-30
S01683,C01531,P1,partner,monthly,2026-05-13,9,active,2026-05-13,2026-06-30
S01684,C01532,P3,partner,monthly,2025-04-08,2,active,2025-04-08,2026-06-30
S01685,C01533,P1,partner,annual,2026-01-07,33,active,2026-01-07,2026-06-30
S01686,C01534,P1,partner,monthly,2025-07-02,1,active,2025-07-02,2026-06-30
S01687,C01535,P1,partner,monthly,2024-08-14,7,active,2024-08-14,2026-06-30
S01688,C01536,P3,partner,monthly,2025-12-08,3,active,2025-12-08,2026-06-30
S01689,C01537,P3,partner,annual,2024-07-26,0,cancelled,2024-10-12,2026-06-30
S01690,C01538,P3,partner,annual,2025-06-27,5,active,2025-06-27,2026-06-30
S01691,C01539,P2,partner,annual,2026-02-14,5,active,2026-02-14,2026-06-30
S01692,C01540,P1,partner,annual,2025-06-28,0,cancelled,2026-02-25,2026-06-30
S01693,C01541,P1,partner,monthly,2026-01-17,2,active,2026-01-17,2026-06-30
S01694,C01542,P3,partner,monthly,2024-08-13,0,cancelled,2025-01-19,2026-06-30
S01695,C01543,P1,partner,monthly,2025-02-24,4,active,2025-02-24,2026-06-30
S01696,C01544,P1,partner,monthly,2025-09-30,12,active,2025-09-30,2026-06-30
S01697,C01545,P2,partner,annual,2025-07-12,0,cancelled,2026-05-26,2026-06-30
S01698,C01545,P2,partner,annual,2026-01-27,27,active,2026-01-27,2026-06-30
S01699,C01546,P1,partner,monthly,2025-08-20,0,cancelled,2025-10-07,2026-06-30
S01700,C01547,P2,partner,annual,2024-11-12,0,cancelled,2025-07-13,2026-06-30
S01701,C01548,DIRECT,direct,monthly,2025-10-07,149,active,2025-10-07,2026-06-30
S01702,C01549,P2,partner,monthly,2025-11-25,6,active,2025-11-25,2026-06-30
S01703,C01550,P3,partner,monthly,2026-03-28,12,active,2026-03-28,2026-06-30
S01704,C01551,P1,partner,annual,2025-11-12,5,active,2025-11-12,2026-06-30
S01705,C01551,P1,partner,annual,2026-03-31,13,active,2026-03-31,2026-06-30
S01706,C01552,P2,partner,annual,2024-10-25,37,active,2024-10-25,2026-06-30
S01707,C01553,P3,partner,monthly,2024-07-31,51,active,2024-07-31,2026-06-30
S01708,C01554,P1,partner,annual,2026-03-08,6,active,2026-03-08,2026-06-30
S01709,C01555,P2,partner,monthly,2025-04-21,0,cancelled,2025-07-26,2026-06-30
S01710,C01556,P1,partner,monthly,2025-04-15,3,active,2025-04-15,2026-06-30
S01711,C01557,P1,partner,monthly,2025-10-16,20,active,2025-10-16,2026-06-30
S01712,C01558,P1,partner,annual,2024-12-12,40,active,2024-12-12,2026-06-30
S01713,C01559,P3,partner,monthly,2025-07-20,11,active,2025-07-20,2026-06-30
S01714,C01560,P2,partner,annual,2024-12-06,3,active,2024-12-06,2026-06-30
S01715,C01561,P1,partner,monthly,2025-10-08,0,cancelled,2025-12-14,2026-06-30
S01716,C01562,P1,partner,annual,2024-08-08,30,active,2024-08-08,2026-06-30
S01717,C01563,P3,partner,monthly,2024-10-08,9,active,2024-10-08,2026-06-30
S01718,C01564,P1,partner,annual,2026-03-10,7,active,2026-03-10,2026-06-30
S01719,C01565,P1,partner,monthly,2026-03-08,55,active,2026-03-08,2026-06-30
S01720,C01565,P1,partner,monthly,2026-06-30,3,active,2026-06-30,2026-06-30
S01721,C01566,P1,partner,monthly,2025-10-09,13,active,2025-10-09,2026-06-30
S01722,C01567,P1,partner,annual,2026-04-12,4,active,2026-04-12,2026-06-30
S01723,C01568,DIRECT,direct,annual,2026-06-29,49,active,2026-06-29,2026-06-30
S01724,C01569,P1,partner,annual,2026-01-12,6,active,2026-01-12,2026-06-30
S01725,C01570,P1,partner,annual,2026-02-02,18,active,2026-02-02,2026-06-30
S01726,C01570,P1,partner,monthly,2026-04-14,2,active,2026-04-14,2026-06-30
S01727,C01571,P2,partner,annual,2024-11-04,13,active,2024-11-04,2026-06-30
S01728,C01572,P2,partner,annual,2025-04-12,15,active,2025-04-12,2026-06-30
S01729,C01573,P1,partner,monthly,2025-03-14,17,active,2025-03-14,2026-06-30
S01730,C01574,P2,partner,annual,2025-08-27,5,active,2025-08-27,2026-06-30
S01731,C01575,P1,partner,monthly,2024-09-12,0,cancelled,2024-12-25,2026-06-30
S01732,C01576,P3,partner,annual,2025-08-18,15,active,2025-08-18,2026-06-30
S01733,C01577,P1,partner,annual,2025-06-09,3,active,2025-06-09,2026-06-30
S01734,C01578,P2,partner,annual,2025-06-13,6,active,2025-06-13,2026-06-30
S01735,C01579,P1,partner,annual,2025-11-25,5,active,2025-11-25,2026-06-30
S01736,C01580,P2,partner,monthly,2025-03-07,0,cancelled,2026-06-04,2026-06-30
S01737,C01581,P1,partner,annual,2025-04-06,20,active,2025-04-06,2026-06-30
S01738,C01582,DIRECT,direct,annual,2025-11-28,206,active,2025-11-28,2026-06-30
S01739,C01583,P3,partner,annual,2025-08-05,4,active,2025-08-05,2026-06-30
S01740,C01584,P1,partner,annual,2024-08-21,6,active,2024-08-21,2026-06-30
S01741,C01585,P1,partner,monthly,2025-11-08,49,active,2025-11-08,2026-06-30
S01742,C01586,P1,partner,annual,2024-11-09,17,active,2024-11-09,2026-06-30
S01743,C01587,P2,partner,monthly,2024-09-07,0,cancelled,2024-09-25,2026-06-30
S01744,C01588,P2,partner,annual,2025-09-07,24,active,2025-09-07,2026-06-30
S01745,C01589,P1,partner,monthly,2025-07-12,34,active,2025-07-12,2026-06-30
S01746,C01589,P1,partner,monthly,2025-10-29,0,cancelled,2026-05-16,2026-06-30
S01747,C01590,P1,partner,annual,2025-01-30,47,active,2025-01-30,2026-06-30
S01748,C01591,P2,partner,annual,2025-08-06,60,active,2025-08-06,2026-06-30
S01749,C01592,P3,partner,monthly,2024-07-11,0,cancelled,2025-04-20,2026-06-30
S01750,C01593,P1,partner,annual,2025-02-16,13,active,2025-02-16,2026-06-30
S01751,C01593,P1,partner,monthly,2025-06-30,2,active,2025-06-30,2026-06-30
S01752,C01594,P1,partner,monthly,2025-12-23,3,active,2025-12-23,2026-06-30
